city,name,price,quality_price,rating,stars,url,id
Riviera Maya,CONDO-HOTEL ROMAYA -  Specialty Hotel Reviews,,,4.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d15697421-Reviews-Condo_Hotel_Romaya-Tulum_Yucatan_Peninsula.html,352
Riviera Maya,METEORA HOSTEL & COFFEEHOUSE TULUM - Updated 2022 Prices &  Reviews,,4.0,4.0,3.0,https://www.tripadvisor.com/Hotel_Review-g150813-d23239401-Reviews-Meteora_Hostel_Coffeehouse_Tulum-Tulum_Yucatan_Peninsula.html,353
Riviera Maya,CASA PATRONES -  Specialty Inn Reviews,,,3.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d17457303-Reviews-Casa_Patrones-Tulum_Yucatan_Peninsula.html,354
Riviera Maya,SAASIL TULUM - Prices &  Condominium Reviews,,5.0,3.0,3.0,https://www.tripadvisor.com/Hotel_Review-g150813-d15355040-Reviews-Saasil_Tulum-Tulum_Yucatan_Peninsula.html,355
Riviera Maya,HOTEL AMOR ETERNO - Prices &  Guest house Reviews,,,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d17518810-Reviews-Hotel_Amor_Eterno-Tulum_Yucatan_Peninsula.html,356
Riviera Maya,UNA LUNA TULUM - Prices &  Specialty Hotel Reviews,,2.0,3.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d15556238-Reviews-Una_Luna_Tulum-Tulum_Yucatan_Peninsula.html,357
Riviera Maya,VILLA FLOR DE MAYO - Prices &  Reviews,,,5.0,3.0,https://www.tripadvisor.com/Hotel_Review-g150813-d16640158-Reviews-Villa_Flor_de_Mayo-Tulum_Yucatan_Peninsula.html,358
Riviera Maya,AMAZING JUNGLE-VIEW CONDO - Prices &  Condominium Reviews,,,3.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d8078167-Reviews-Amazing_Jungle_View_Condo-Tulum_Yucatan_Peninsula.html,359
Riviera Maya,TUA TULUM - Prices &  Villa Reviews,,5.0,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d17697926-Reviews-Tua_Tulum-Tulum_Yucatan_Peninsula.html,360
Riviera Maya,HOTEL CASAIA ,,3.0,3.5,2.0,https://www.tripadvisor.com/Hotel_Review-g150813-d9452181-Reviews-Hotel_Casaia-Tulum_Yucatan_Peninsula.html,361
Riviera Maya,POSADA EL HOSTELITO - Prices &  Hostel Reviews,,3.0,3.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d4163865-Reviews-Posada_El_Hostelito-Tulum_Yucatan_Peninsula.html,362
Riviera Maya,BOHO TULUM APARTMENTS -  Guest house Reviews,,,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d15618012-Reviews-Boho_Tulum_Apartments-Tulum_Yucatan_Peninsula.html,363
Riviera Maya,HIKURI HOSTEL -  Reviews,,3.6,3.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d4757880-Reviews-Hikuri_Hostel-Tulum_Yucatan_Peninsula.html,364
Riviera Maya,RIVIERA TULUM CONDOS -  Condominium Reviews,,,4.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d6678737-Reviews-Riviera_Tulum_Condos-Tulum_Yucatan_Peninsula.html,365
Riviera Maya,CASA LUNA LIMON -  Villa Reviews,,5.0,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d3595459-Reviews-Casa_Luna_Limon-Tulum_Yucatan_Peninsula.html,366
Riviera Maya,HOTEL CASA GUADALUPE - Updated 2022 Prices &  Lodging Reviews,,3.0,2.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d22956001-Reviews-Hotel_Casa_Guadalupe-Tulum_Yucatan_Peninsula.html,367
Riviera Maya,YAAKUNAH TULUM HOME - Prices &  Villa Reviews,,1.0,1.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d15849230-Reviews-Yaakunah_Tulum_Home-Tulum_Yucatan_Peninsula.html,368
Riviera Maya,CASA TULUMINUS B&B -  Hotel Reviews,,5.0,3.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d8525536-Reviews-Casa_Tuluminus_B_B-Tulum_Yucatan_Peninsula.html,369
Riviera Maya,SEXY VILLAS TULUM - Prices &  Hotel Reviews,,1.0,1.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d12863306-Reviews-Sexy_Villas_Tulum-Tulum_Yucatan_Peninsula.html,370
Riviera Maya,SUKHA BY MOSKITO - Updated 2022 Prices &  Specialty Hotel Reviews,,,2.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d21409009-Reviews-Sukha_by_Moskito-Tulum_Yucatan_Peninsula.html,371
Riviera Maya,THE SAFE HOUSE - Prices &  Cottage Reviews,,1.0,2.5,3.0,https://www.tripadvisor.com/Hotel_Review-g150813-d14176756-Reviews-The_Safe_House-Tulum_Yucatan_Peninsula.html,372
Riviera Maya,CASA KOPAL -  Hotel Reviews,,2.7,3.0,3.0,https://www.tripadvisor.com/Hotel_Review-g150813-d13529760-Reviews-Casa_Kopal-Tulum_Yucatan_Peninsula.html,373
Riviera Maya,HOTEL EL CEDRO -  Guest house Reviews,,3.0,3.0,2.0,https://www.tripadvisor.com/Hotel_Review-g150813-d7397983-Reviews-Hotel_El_Cedro-Tulum_Yucatan_Peninsula.html,374
Riviera Maya,PLAYA LAS PALMAS -  Campground Reviews,,,3.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d16646970-Reviews-Playa_las_palmas-Tulum_Yucatan_Peninsula.html,375
Riviera Maya,IK ZAMA LUXURY APARTAMENTS - Prices &  Hotel Reviews,,4.0,3.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d13321301-Reviews-IK_Zama_Luxury_Apartaments-Tulum_Yucatan_Peninsula.html,376
Riviera Maya,PARK LANE TULUM -  Condominium Reviews,,1.0,1.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d15273524-Reviews-Park_Lane_Tulum-Tulum_Yucatan_Peninsula.html,377
Riviera Maya,HOTEL ITZAYANA -  Guest house Reviews,,,1.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d13539986-Reviews-Hotel_Itzayana-Tulum_Yucatan_Peninsula.html,378
Riviera Maya,EL ZAPOTE TULUM - Prices &  Guest house Reviews,,3.5,3.0,1.5,https://www.tripadvisor.com/Hotel_Review-g150813-d4878372-Reviews-El_Zapote_Tulum-Tulum_Yucatan_Peninsula.html,379
Riviera Maya,PLAYAAKUN ECO-LUXURY BEACH RETREAT - Updated 2022 Prices &  Specialty Hotel Reviews,,5.0,3.5,3.5,https://www.tripadvisor.com/Hotel_Review-g150813-d13375970-Reviews-Playaakun_Eco_Luxury_Beach_Retreat-Tulum_Yucatan_Peninsula.html,380
Riviera Maya,SONRISA CARIBENA -  B&B Reviews,,,3.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d13546888-Reviews-Sonrisa_Caribena-Tulum_Yucatan_Peninsula.html,381
Riviera Maya,HOSTEL TULUM HA -  Reviews,,1.0,1.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d13567954-Reviews-Hostel_Tulum_HA-Tulum_Yucatan_Peninsula.html,382
Riviera Maya,CASA BALAM FREE BIKE -  Lodging Reviews,,3.0,2.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d8281105-Reviews-Casa_Balam_Free_Bike-Tulum_Yucatan_Peninsula.html,383
Riviera Maya,MEXICAN HACIENDA -  Inn Reviews,,1.0,1.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d12529559-Reviews-Mexican_Hacienda-Tulum_Yucatan_Peninsula.html,384
Riviera Maya,HOTEL LAS RUINAS -  Reviews,,2.0,2.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d7245636-Reviews-Hotel_Las_Ruinas-Tulum_Yucatan_Peninsula.html,385
Riviera Maya,CABANAS KINICH -  Guest house Reviews,,,1.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d12820733-Reviews-Cabanas_Kinich-Tulum_Yucatan_Peninsula.html,386
Riviera Maya,MIO TULUM HOTEL BOUTIQUE -  Lodging Reviews,,1.7,2.5,2.0,https://www.tripadvisor.com/Hotel_Review-g150813-d17514974-Reviews-Mio_Tulum_Hotel_Boutique-Tulum_Yucatan_Peninsula.html,387
Riviera Maya,HOTEL TULUM - Prices &  Reviews,,2.8,2.5,4.0,https://www.tripadvisor.com/Hotel_Review-g150813-d2247815-Reviews-Hotel_Tulum-Tulum_Yucatan_Peninsula.html,388
Riviera Maya,STANDARD ROOMS - Prices &  Hotel Reviews,,,2.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d16801156-Reviews-Standard_Rooms-Tulum_Yucatan_Peninsula.html,389
Riviera Maya,HOTEL TULUM IGUANAS - Prices &  Reviews,,1.0,1.5,3.0,https://www.tripadvisor.com/Hotel_Review-g150813-d10544299-Reviews-Hotel_Tulum_Iguanas-Tulum_Yucatan_Peninsula.html,390
Riviera Maya,POSADA GOTA DE SAL TULUM -  Inn Reviews,,,1.0,3.0,https://www.tripadvisor.com/Hotel_Review-g150813-d13145302-Reviews-Posada_Gota_de_Sal_Tulum-Tulum_Yucatan_Peninsula.html,391
Riviera Maya,CASA BABEL -  Specialty Inn Reviews,,,2.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d13220924-Reviews-Casa_Babel-Tulum_Yucatan_Peninsula.html,392
Riviera Maya,CASA PARAISO TULUM -  Guest house Reviews,,2.5,2.0,2.0,https://www.tripadvisor.com/Hotel_Review-g150813-d13489882-Reviews-Casa_Paraiso_Tulum-Tulum_Yucatan_Peninsula.html,393
Riviera Maya,PLAYA LAS PALMAS GLAMPING TULUM - Prices &  Campground Reviews,,1.0,2.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d12296116-Reviews-Playa_Las_Palmas_Glamping_Tulum-Tulum_Yucatan_Peninsula.html,394
Riviera Maya,SACBE TULUM -  Lodging Reviews,,,2.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d17537180-Reviews-SACBE_Tulum-Tulum_Yucatan_Peninsula.html,395
Riviera Maya,EL CARACOL TULUM - Prices &  Specialty Hotel Reviews,,1.0,1.0,2.5,https://www.tripadvisor.com/Hotel_Review-g150813-d8423355-Reviews-EL_Caracol_Tulum-Tulum_Yucatan_Peninsula.html,396
Riviera Maya,CABANAS EL CARACOL -  Campground Reviews,,2.7,2.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d8318390-Reviews-Cabanas_El_Caracol-Tulum_Yucatan_Peninsula.html,397
Riviera Maya,MISTIQ HOTEL -  Reviews,,2.0,2.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d21504486-Reviews-Mistiq_Hotel-Tulum_Yucatan_Peninsula.html,398
Riviera Maya,AGUA BLANCA -  Specialty Inn Reviews,,,1.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d15642214-Reviews-Agua_Blanca-Tulum_Yucatan_Peninsula.html,399
Riviera Maya,UNA NOCHE MAS HOSTEL -  Reviews,,3.0,2.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d8635680-Reviews-Una_Noche_Mas_Hostel-Tulum_Yucatan_Peninsula.html,400
Riviera Maya,HOTEL MAYA -  Hostel Reviews,,4.0,3.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d4040594-Reviews-Hotel_Maya-Tulum_Yucatan_Peninsula.html,401
Riviera Maya,THE MAYAN ADVENTURE HOSTEL & CAMPING -  Reviews,,3.0,2.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d10760574-Reviews-The_Mayan_Adventure_Hostel_Camping-Tulum_Yucatan_Peninsula.html,402
Riviera Maya,HAH HOSTEL TULUM -  Reviews,,3.0,3.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d17465215-Reviews-HAH_Hostel_Tulum-Tulum_Yucatan_Peninsula.html,403
Riviera Maya,YAXNIC HOSTEL - Prices &  Reviews,,2.0,3.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d12828514-Reviews-Yaxnic_Hostel-Tulum_Yucatan_Peninsula.html,404
Riviera Maya,HOSTAL LA TIA CARMEN - Prices &  Hostel Reviews,,2.0,2.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d9990136-Reviews-Hostal_la_Tia_Carmen-Tulum_Yucatan_Peninsula.html,405
Riviera Maya,REVOLUCION PANCHO VILLA -  Reviews,,4.0,3.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d12912437-Reviews-Revolucion_Pancho_Villa-Tulum_Yucatan_Peninsula.html,406
Riviera Maya,VILLAS SOL Y MAR - Prices &  Lodge Reviews,,,3.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d5617716-Reviews-Villas_Sol_y_Mar-Tulum_Yucatan_Peninsula.html,407
Riviera Maya,QUINTO SOL LUXURY APARTMENTS BY MIKITITO RENTALS - Updated 2022  Lodge Reviews,,,3.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d21296397-Reviews-Quinto_Sol_Luxury_Apartments_by_Mikitito_Rentals-Tulum_Yucatan_Peninsula.html,408
Riviera Maya,CABANAS MA'LISH -  Cottage Reviews,,4.0,4.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d6410522-Reviews-Cabanas_Ma_lish-Tulum_Yucatan_Peninsula.html,409
Riviera Maya,HOSTAL LA GRAN MOSCA VERDE -  Hostel Reviews,,4.5,4.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d8066927-Reviews-Hostal_La_Gran_Mosca_Verde-Tulum_Yucatan_Peninsula.html,410
Riviera Maya,ANAYANSI HOSTAL -  Hostel Reviews,,3.0,3.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d15513126-Reviews-Anayansi_Hostal-Tulum_Yucatan_Peninsula.html,411
Riviera Maya,NERO DI SOLE -  Inn Reviews,,1.0,3.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d13189447-Reviews-Nero_Di_Sole-Tulum_Yucatan_Peninsula.html,412
Riviera Maya,KITE BEACH -  Specialty Hotel Reviews,,4.0,4.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d6869244-Reviews-Kite_Beach-Tulum_Yucatan_Peninsula.html,413
Riviera Maya,CASA MUI DOIDA -  Guest house Reviews,,4.0,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d5921924-Reviews-Casa_Mui_Doida-Tulum_Yucatan_Peninsula.html,414
Riviera Maya,LA CIGANA - POSADA MARCO POLO -  Guest house Reviews,,3.4,3.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d3376917-Reviews-La_Cigana_Posada_Marco_Polo-Tulum_Yucatan_Peninsula.html,415
Riviera Maya,ESCAIP LIGHT -  Guest house Reviews,,,4.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d17788930-Reviews-Escaip_Light-Tulum_Yucatan_Peninsula.html,416
Riviera Maya,MOJAVE BOUTIQUE HOTEL - Updated 2022  Lodge Reviews,,5.0,3.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d21152985-Reviews-Mojave_Boutique_Hotel-Tulum_Yucatan_Peninsula.html,417
Riviera Maya,BLAZUL BOUTIQUE HOTEL - Prices &  Reviews,,4.0,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d12256872-Reviews-Blazul_Boutique_Hotel-Tulum_Yucatan_Peninsula.html,418
Riviera Maya,ROOMS AT KIBOK -  Specialty Inn Reviews,,5.0,3.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d10796125-Reviews-Rooms_at_Kibok-Tulum_Yucatan_Peninsula.html,419
Riviera Maya,TULUM CITY HOTEL - Prices &  Specialty Inn Reviews,,5.0,4.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d17168601-Reviews-Tulum_City_Hotel-Tulum_Yucatan_Peninsula.html,420
Riviera Maya,CABANAS CAMPING YAXMUUL -  Campground Reviews,,,4.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d13934195-Reviews-Cabanas_Camping_Yaxmuul-Tulum_Yucatan_Peninsula.html,421
Riviera Maya,BOHO TULUM -  Hotel Reviews,,5.0,3.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d12557588-Reviews-Boho_Tulum-Tulum_Yucatan_Peninsula.html,422
Riviera Maya,CASA AQUAMARINE VILLA - Prices &  Reviews,,4.3,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d3957039-Reviews-Casa_Aquamarine_Villa-Tulum_Yucatan_Peninsula.html,423
Riviera Maya,TULUM LUXURY COLLECTION - Prices &  Lodge Reviews,,,5.0,,https://www.tripadvisor.com/Hotel_Review-g21382436-d21396472-Reviews-Tulum_Luxury_Collection-Balam_Canche_Tulum_Yucatan_Peninsula.html,424
Riviera Maya,HOTEL STELLA MARIS TULUM - Prices &  Guest house Reviews,,3.0,4.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d15232504-Reviews-Hotel_Stella_Maris_Tulum-Tulum_Yucatan_Peninsula.html,425
Riviera Maya,SOLES MAYAS -  Guest house Reviews,,5.0,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d12108401-Reviews-Soles_Mayas-Tulum_Yucatan_Peninsula.html,426
Riviera Maya,EL STEWART HOTEL - Prices &  Reviews,,,4.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d10174997-Reviews-El_Stewart_Hotel-Tulum_Yucatan_Peninsula.html,427
Riviera Maya,CASA MTL-TULUM - Updated 2022  Condominium Reviews,,5.0,4.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d13374023-Reviews-Casa_MTL_Tulum-Tulum_Yucatan_Peninsula.html,428
Riviera Maya,TOLOK TULUM -  Hotel Reviews,,3.0,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d12227202-Reviews-Tolok_Tulum-Tulum_Yucatan_Peninsula.html,429
Riviera Maya,ESMERALDA BOUTIQUE RESIDENCES & HOTEL - Updated 2022  Lodging Reviews,,5.0,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d21192301-Reviews-Esmeralda_Boutique_Residences_Hotel-Tulum_Yucatan_Peninsula.html,430
Riviera Maya,TOOJ CHEEL LODGE TULUM -  Lodging Reviews,,5.0,4.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d17637829-Reviews-Tooj_Cheel_Lodge_Tulum-Tulum_Yucatan_Peninsula.html,431
Riviera Maya,TULUM INN -  Hotel Reviews,,3.9,3.5,3.0,https://www.tripadvisor.com/Hotel_Review-g150813-d4954529-Reviews-Tulum_Inn-Tulum_Yucatan_Peninsula.html,432
Riviera Maya,AKADIA HOSTAL CULTURAL - Prices &  Hostel Reviews,,3.0,4.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d7245732-Reviews-Akadia_Hostal_Cultural-Tulum_Yucatan_Peninsula.html,433
Riviera Maya,BLUEBERRY CONDO HOTEL -  Condominium Reviews,,4.0,3.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d2624173-Reviews-Blueberry_Condo_Hotel-Tulum_Yucatan_Peninsula.html,434
Riviera Maya,CAMPAMENTO MAYA LUUM - Prices &  Campground Reviews,,4.8,4.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d7282048-Reviews-Campamento_Maya_Luum-Tulum_Yucatan_Peninsula.html,435
Riviera Maya,DREAM DIVING RESORT -  Inn Reviews,,4.3,4.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d3850122-Reviews-Dream_Diving_Resort-Tulum_Yucatan_Peninsula.html,436
Riviera Maya,CASA YARDENA -  Hotel Reviews,,4.0,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d10619494-Reviews-Casa_Yardena-Tulum_Yucatan_Peninsula.html,437
Riviera Maya,AKIIN BEACH TULUM -  Hotel Reviews,,5.0,4.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d10387104-Reviews-Akiin_Beach_Tulum-Tulum_Yucatan_Peninsula.html,438
Riviera Maya,NO TAN LINES VACATIONS | CLOTHING OPTIONAL RESORT -  Lodging Reviews,,5.0,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d15635053-Reviews-No_Tan_Lines_Vacations_Clothing_Optional_Resort-Tulum_Yucatan_Peninsula.html,439
Riviera Maya,VENADO AZUL BY MAXA CAMP - Prices &  Campground Reviews,,4.0,4.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d12071684-Reviews-Venado_Azul_by_Maxa_Camp-Tulum_Yucatan_Peninsula.html,440
Riviera Maya,SELINA SHARED LOS LIRIOS TULUM -  Hostel Reviews,,,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d19514938-Reviews-Selina_Shared_Los_Lirios_Tulum-Tulum_Yucatan_Peninsula.html,441
Riviera Maya,IN LAK'ECH -  Lodge Reviews,,3.8,4.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d7225151-Reviews-In_Lak_Ech-Tulum_Yucatan_Peninsula.html,442
Riviera Maya,ALDEA SAN-LAM -  Lodging Reviews,,,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d19799104-Reviews-Aldea_San_Lam-Tulum_Yucatan_Peninsula.html,443
Riviera Maya,LUNA DE AGUA - Prices &  Hotel Reviews,,4.0,4.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d7377520-Reviews-Luna_de_Agua-Tulum_Yucatan_Peninsula.html,444
Riviera Maya,MACORINA TULUM -  Villa Reviews,,5.0,4.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d9563007-Reviews-Macorina_Tulum-Tulum_Yucatan_Peninsula.html,445
Riviera Maya,COELUM -  Hostel Reviews,,3.3,4.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d13826382-Reviews-Coelum-Tulum_Yucatan_Peninsula.html,446
Riviera Maya,PLAYA MAMBO ECO CABANAS -  Villa Reviews,,3.0,3.5,,https://www.tripadvisor.com/Hotel_Review-g23240074-d8286582-Reviews-Playa_Mambo_Eco_Cabanas-Tulum_Beach_Tulum_Yucatan_Peninsula.html,447
Riviera Maya,AEROLITO TULUM - Prices &  B&B Reviews,,4.3,4.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d2141680-Reviews-Aerolito_Tulum-Tulum_Yucatan_Peninsula.html,448
Riviera Maya,XBALAMQUE CABANAS TULUM - Prices &  Ranch Reviews,,4.1,4.0,4.0,https://www.tripadvisor.com/Hotel_Review-g150813-d677754-Reviews-Xbalamque_Cabanas_Tulum-Tulum_Yucatan_Peninsula.html,449
Riviera Maya,CALM CABINS TULUM - Prices &  Hostel Reviews,,4.0,4.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d3963826-Reviews-Calm_Cabins_Tulum-Tulum_Yucatan_Peninsula.html,450
Riviera Maya,CASA ROSINA -  Guest house Reviews,,5.0,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d13278656-Reviews-Casa_Rosina-Tulum_Yucatan_Peninsula.html,451
Riviera Maya,LA CALMA CASA - Prices &  Guest house Reviews,,4.4,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d3662013-Reviews-La_Calma_Casa-Tulum_Yucatan_Peninsula.html,452
Riviera Maya,CENOTE ENCANTADO TENT LODGES - Prices &  Campground Reviews,,3.6,4.0,,https://www.tripadvisor.com/Hotel_Review-g23240074-d1751657-Reviews-Cenote_Encantado_Tent_Lodges-Tulum_Beach_Tulum_Yucatan_Peninsula.html,453
Riviera Maya,CASA BLANCA - RANCHO SAN ERIC - Prices &  Ranch Reviews,,4.6,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d634107-Reviews-Casa_Blanca_Rancho_San_Eric-Tulum_Yucatan_Peninsula.html,454
Riviera Maya,LA NEGRITA HOSTEL - Prices &  Reviews,,4.4,4.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d10902345-Reviews-La_Negrita_Hostel-Tulum_Yucatan_Peninsula.html,455
Riviera Maya,COLOR BOX BEDS & ROOMS BY MS MILENIUM - Prices &  Hostel Reviews,,5.0,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d20366257-Reviews-Color_Box_Beds_Rooms_By_MS_Milenium-Tulum_Yucatan_Peninsula.html,456
Riviera Maya,TANKAH INN - Prices &  Guest house Reviews,,4.7,4.5,,https://www.tripadvisor.com/Hotel_Review-g13971181-d156854-Reviews-Tankah_Inn-Tankah_Tres_Tulum_Yucatan_Peninsula.html,457
Riviera Maya,ART HOTEL -  Reviews,,4.8,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d12477739-Reviews-Art_Hotel-Tulum_Yucatan_Peninsula.html,458
Riviera Maya,LUM HOSTAL - Updated 2022  Hostel Reviews,,5.0,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d15513283-Reviews-Lum_Hostal-Tulum_Yucatan_Peninsula.html,459
Riviera Maya,CASA JACQUELINE - Prices &  B&B Reviews,,4.8,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d4282414-Reviews-Casa_Jacqueline-Tulum_Yucatan_Peninsula.html,460
Riviera Maya,VILLA MATISSE TULUM -  B&B Reviews,,4.7,4.5,2.0,https://www.tripadvisor.com/Hotel_Review-g150813-d1441211-Reviews-Villa_Matisse_Tulum-Tulum_Yucatan_Peninsula.html,461
Riviera Maya,WEARY TRAVELER HOSTEL -  Reviews,,3.5,3.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d471896-Reviews-Weary_Traveler_Hostel-Tulum_Yucatan_Peninsula.html,462
Riviera Maya,AMORCITO CORAZON HOTEL & HOSTEL -  B&B Reviews,,4.3,4.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d10521792-Reviews-Amorcito_Corazon_Hotel_Hostel-Tulum_Yucatan_Peninsula.html,463
Riviera Maya,JUNGLE KEVA TULUM VILLA LODGES & VENUE ,,4.9,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d15694518-Reviews-Jungle_Keva_Tulum_Villa_Lodges_Venue-Tulum_Yucatan_Peninsula.html,464
Riviera Maya,LIFE SOURCE RETREATS -  Specialty Resort Reviews,,4.8,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d7816740-Reviews-Life_Source_Retreats-Tulum_Yucatan_Peninsula.html,465
Riviera Maya,HOTEL AMOREIRA - Prices &  Specialty Hotel Reviews,,4.2,4.5,3.0,https://www.tripadvisor.com/Hotel_Review-g150813-d1840809-Reviews-Hotel_Amoreira-Tulum_Yucatan_Peninsula.html,466
Riviera Maya,TITA TULUM HOTEL ECOLOGICO - Prices &  Campground Reviews,,4.0,4.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d554803-Reviews-Tita_Tulum_Hotel_Ecologico-Tulum_Yucatan_Peninsula.html,467
Riviera Maya,PLAYA MAMBO - Prices &  Inn Reviews,,4.2,4.5,3.0,https://www.tripadvisor.com/Hotel_Review-g150813-d1060623-Reviews-Playa_Mambo-Tulum_Yucatan_Peninsula.html,468
Riviera Maya,YOGA & ADVENTURES WORLDWIDE - Prices &  Guest house Reviews,,4.7,5.0,,https://www.tripadvisor.com/Hotel_Review-g150813-d6109587-Reviews-Yoga_Adventures_Worldwide-Tulum_Yucatan_Peninsula.html,469
Riviera Maya,POSADA MARGHERITA - Updated 2022  Hotel Reviews,,4.4,4.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d555620-Reviews-Posada_Margherita-Tulum_Yucatan_Peninsula.html,470
Riviera Maya,POSADA LOS MAPACHES -  Hostel Reviews,,4.7,4.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d930940-Reviews-Posada_Los_Mapaches-Tulum_Yucatan_Peninsula.html,471
Riviera Maya,CHILL INN HOSTAL - Prices &  Hostel Reviews,,4.9,4.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d7986542-Reviews-Chill_Inn_Hostal-Tulum_Yucatan_Peninsula.html,472
Riviera Maya,EL JARDIN - Prices &  Hostel Reviews,,4.5,4.5,,https://www.tripadvisor.com/Hotel_Review-g150813-d2191925-Reviews-El_Jardin-Tulum_Yucatan_Peninsula.html,473
